seed,scenario,round,q_state_key,q_state_seen,available_actions,best_q_margin,near_tie,planner_action,planner_reward
500059,cooperative,0,"0,3,2,2,0,0,0",1,7,3.0602021024147086,0,public_pool,0.15000000000000002
500059,cooperative,1,"0,2,2,2,0,0,2",1,6,3.6012896369894842,0,clearinghouse,0.0
500059,cooperative,2,"0,2,0,3,0,0,1",1,3,3.5912455542157877,0,clearinghouse,0.29999999999999993
500059,cooperative,3,"0,1,1,3,0,0,1",1,2,3.209936103624285,0,bilateral_3pass,0.15000000000000013
500059,cooperative,4,"0,2,0,3,0,1,0",1,3,3.473273493245032,0,clearinghouse,1.1999999999999997
500059,cooperative,5,"1,1,0,1,0,0,1",1,1,,0,bilateral_3pass,0.7000000000000002
500059,cooperative,6,"1,1,1,3,0,0,0",1,1,,0,bilateral_3pass,0.9000000000000004
500059,cooperative,7,"1,2,2,3,0,0,0",1,3,3.0946885178001313,0,bilateral_3pass,0.3999999999999999
500059,cooperative,8,"1,2,1,3,0,0,0",1,6,2.6320099771432446,0,clearinghouse,0.7500000000000004
500059,cooperative,9,"1,1,1,3,1,1,1",1,2,3.2142149474615627,0,bilateral_3pass,1.1999999999999993
500059,cooperative,10,"2,2,1,1,1,1,0",1,3,2.9303246970219483,0,subsidized_catch_up,0.6999999999999993
500059,cooperative,11,"2,1,1,3,1,1,3",1,1,,0,bilateral_3pass,0.4500000000000002
500059,cooperative,12,"2,1,2,2,1,1,0",1,1,,0,bilateral_3pass,1.6500000000000012
500059,cooperative,13,"2,2,2,3,2,1,0",1,3,2.4835839100252777,0,bilateral_3pass,0.5999999999999979
500059,cooperative,14,"2,2,2,3,2,1,0",1,6,2.4835839100252777,0,bilateral_3pass,0.15000000000000213
500059,cooperative,15,"3,2,1,3,2,1,0",1,6,0.5601886461449448,0,bilateral_3pass,2.3999999999999986
500059,cooperative,16,"3,3,2,3,2,1,0",1,7,2.5027294561792166,0,public_pool,1.6500000000000021
500059,cooperative,17,"3,2,1,1,2,1,2",1,4,2.3372632381397698,0,clearinghouse,1.6499999999999986
500059,cooperative,18,"3,1,2,3,2,1,1",1,1,,0,bilateral_3pass,1.6499999999999986
500059,cooperative,19,"3,1,2,1,2,0,0",1,1,,0,bilateral_3pass,1.6499999999999986
500059,hoarding,0,"0,3,2,1,0,0,0",1,7,2.840651743797904,0,public_pool,0.0
500059,hoarding,1,"0,3,2,1,0,0,2",1,7,3.6798952215103817,0,subsidized_catch_up,0.0
500059,hoarding,2,"0,2,1,1,0,0,3",1,6,2.5327332863592162,0,clearinghouse,0.0
500059,hoarding,3,"0,2,2,1,0,0,1",1,6,3.066194336428074,0,bilateral_3pass,0.0
500059,hoarding,4,"0,2,1,1,0,0,0",1,6,2.8357528369324294,0,subsidized_catch_up,0.30000000000000004
500059,hoarding,5,"1,2,0,2,0,0,3",1,3,3.4937206999653676,0,subsidized_catch_up,0.30000000000000004
500059,hoarding,6,"1,1,2,1,0,1,3",1,2,3.6459687622898884,0,bilateral_3pass,0.1499999999999999
500059,hoarding,7,"1,2,1,1,0,1,0",1,3,2.636598030130843,0,subsidized_catch_up,1.0499999999999998
500059,hoarding,8,"1,1,2,3,0,1,3",1,1,,0,bilateral_3pass,1.4500000000000002
500059,hoarding,9,"1,1,1,1,1,1,0",1,1,,0,bilateral_3pass,2.1999999999999993
500059,hoarding,10,"2,2,0,1,1,1,0",1,3,3.4492910307911657,0,clearinghouse,0.45000000000000107
500059,hoarding,11,"2,1,1,2,1,1,1",1,2,4.1955481574457,0,bilateral_3pass,1.4999999999999991
500059,hoarding,12,"2,2,2,2,1,1,0",1,3,2.5275127312073957,0,subsidized_catch_up,1.6500000000000012
500059,hoarding,13,"2,1,2,2,1,1,3",1,1,,0,bilateral_3pass,1.9499999999999993
500059,hoarding,14,"2,1,1,1,2,0,0",1,1,,0,bilateral_3pass,0.75
500059,hoarding,15,"3,2,2,1,2,1,0",1,3,1.2217371272480584,0,bilateral_3pass,0.0
500059,hoarding,16,"3,2,0,2,2,1,0",1,6,2.2104054611828063,0,clearinghouse,3.8999999999999986
500059,hoarding,17,"3,1,1,3,2,1,1",1,2,2.144731729775243,0,bilateral_3pass,2.8000000000000043
500059,hoarding,18,"3,2,0,2,2,1,0",1,3,2.2104054611828063,0,clearinghouse,2.3999999999999986
500059,hoarding,19,"3,1,1,1,2,1,1",1,1,,0,bilateral_3pass,0.44999999999999574
500059,mixed,0,"0,3,2,1,0,0,0",1,7,2.840651743797904,0,public_pool,0.15000000000000002
500059,mixed,1,"0,3,2,1,0,0,2",1,7,3.6798952215103817,0,subsidized_catch_up,0.15000000000000002
500059,mixed,2,"0,2,1,1,0,0,3",1,6,2.5327332863592162,0,clearinghouse,0.0
500059,mixed,3,"0,1,1,1,0,0,1",1,2,3.8172196233021634,0,bilateral_3pass,0.44999999999999996
500059,mixed,4,"0,2,2,1,0,0,0",1,3,2.940200833840041,0,clearinghouse,0.0
500059,mixed,5,"1,1,1,1,0,0,1",1,2,4.391523936322007,0,bilateral_3pass,0.5499999999999998
500059,mixed,6,"1,2,1,1,0,0,0",1,3,3.0986957968599222,0,subsidized_catch_up,0.75
500059,mixed,7,"1,1,1,2,0,1,3",1,1,,0,bilateral_3pass,1.0
500059,mixed,8,"1,1,2,2,0,1,0",1,1,,0,bilateral_3pass,0.15000000000000036
500059,mixed,9,"1,2,2,2,0,1,0",1,3,2.4752077477030463,0,bilateral_3pass,0.7499999999999996
500059,mixed,10,"2,2,0,2,1,1,0",1,6,4.023768342845946,0,bilateral_3pass,1.3000000000000003
500059,mixed,11,"2,2,2,1,1,1,0",1,6,2.9444944232565096,0,subsidized_catch_up,0.5999999999999996
500059,mixed,12,"2,2,2,2,1,1,3",1,3,4.426107275293317,0,bilateral_3pass,0.45000000000000107
500059,mixed,13,"2,2,1,1,1,1,0",1,6,2.9303246970219483,0,subsidized_catch_up,2.3999999999999986
500059,mixed,14,"2,1,2,1,2,1,3",1,2,3.0445648837535186,0,bilateral_3pass,0.9000000000000021
500059,mixed,15,"3,2,2,1,2,0,0",1,3,2.546372147233727,0,subsidized_catch_up,0.0
500059,mixed,16,"3,1,2,1,2,0,3",1,2,3.178154939551596,0,bilateral_3pass,0.0
500059,mixed,17,"3,2,2,2,2,1,0",1,3,1.7431719626588897,0,bilateral_3pass,2.099999999999998
500059,mixed,18,"3,2,1,3,2,1,0",1,6,0.5601886461449448,0,bilateral_3pass,4.050000000000001
500059,mixed,19,"3,2,2,1,2,0,0",1,6,2.546372147233727,0,subsidized_catch_up,2.450000000000003
500059,need_based_to_competitive,0,"0,3,2,2,0,0,0",1,7,3.0602021024147086,0,public_pool,0.0
500059,need_based_to_competitive,1,"0,2,2,2,0,0,2",1,6,3.6012896369894842,0,clearinghouse,0.15000000000000002
500059,need_based_to_competitive,2,"0,2,1,1,0,0,1",1,3,2.7711642407665504,0,bilateral_3pass,0.0
500059,need_based_to_competitive,3,"0,2,1,1,0,0,0",1,6,2.8357528369324294,0,subsidized_catch_up,0.45000000000000007
500059,need_based_to_competitive,4,"0,1,1,3,0,0,3",1,2,3.24726349509539,0,bilateral_3pass,1.05
500059,need_based_to_competitive,5,"1,2,0,1,1,0,0",1,3,3.8610622853316405,0,subsidized_catch_up,0.4499999999999995
500059,need_based_to_competitive,6,"1,1,1,2,1,1,3",1,2,4.395176240102501,0,bilateral_3pass,0.6000000000000005
500059,need_based_to_competitive,7,"1,2,0,2,1,1,0",1,3,3.583725907747522,0,clearinghouse,0.9999999999999996
500059,need_based_to_competitive,8,"1,1,2,3,1,1,1",1,1,,0,bilateral_3pass,0.850000000000001
500059,need_based_to_competitive,9,"1,1,1,3,1,1,0",1,1,,0,bilateral_3pass,1.4499999999999993
500059,need_based_to_competitive,10,"2,2,1,1,1,0,0",1,3,2.9831565856438784,0,subsidized_catch_up,1.1999999999999993
500059,need_based_to_competitive,11,"2,1,1,1,2,1,3",1,2,3.679603297756163,0,bilateral_3pass,0.0
500059,need_based_to_competitive,12,"2,2,1,2,2,1,0",1,3,2.95402263966656,0,subsidized_catch_up,1.1000000000000014
500059,need_based_to_competitive,13,"2,1,2,3,1,2,3",1,1,,0,bilateral_3pass,1.5999999999999979
500059,need_based_to_competitive,14,"2,1,0,2,2,1,0",1,1,,0,bilateral_3pass,2.1000000000000014
500059,need_based_to_competitive,15,"3,2,2,2,1,1,0",1,3,3.126806226913431,0,subsidized_catch_up,0.4499999999999993
500059,need_based_to_competitive,16,"3,1,2,2,1,1,3",1,2,3.148340809928442,0,bilateral_3pass,2.2500000000000018
500059,need_based_to_competitive,17,"3,2,1,1,2,0,0",1,3,1.0618592923500216,0,bilateral_3pass,0.4499999999999975
500059,need_based_to_competitive,18,"3,2,1,2,2,1,0",1,6,1.0642564352187707,0,bilateral_3pass,1.5
500059,need_based_to_competitive,19,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,1.3500000000000014
500059,cooperative_to_hoarding,0,"0,3,2,2,0,0,0",1,7,3.0602021024147086,0,public_pool,0.15000000000000002
500059,cooperative_to_hoarding,1,"0,2,2,2,0,0,2",1,6,3.6012896369894842,0,clearinghouse,0.0
500059,cooperative_to_hoarding,2,"0,2,0,3,0,0,1",1,3,3.5912455542157877,0,clearinghouse,0.29999999999999993
500059,cooperative_to_hoarding,3,"0,1,1,3,0,0,1",1,2,3.209936103624285,0,bilateral_3pass,0.15000000000000013
500059,cooperative_to_hoarding,4,"0,2,0,3,0,1,0",1,3,3.473273493245032,0,clearinghouse,1.1999999999999997
500059,cooperative_to_hoarding,5,"1,1,0,1,0,0,1",1,1,,0,bilateral_3pass,0.7000000000000002
500059,cooperative_to_hoarding,6,"1,1,1,3,0,0,0",1,1,,0,bilateral_3pass,0.9000000000000004
500059,cooperative_to_hoarding,7,"1,2,2,3,0,0,0",1,3,3.0946885178001313,0,bilateral_3pass,0.3999999999999999
500059,cooperative_to_hoarding,8,"1,2,1,3,0,0,0",1,6,2.6320099771432446,0,clearinghouse,0.7500000000000004
500059,cooperative_to_hoarding,9,"1,1,1,3,1,1,1",1,2,3.2142149474615627,0,bilateral_3pass,1.1999999999999993
500059,cooperative_to_hoarding,10,"2,2,1,1,1,1,0",1,3,2.9303246970219483,0,subsidized_catch_up,0.6999999999999993
500059,cooperative_to_hoarding,11,"2,1,1,1,1,1,3",1,1,,0,bilateral_3pass,0.4500000000000002
500059,cooperative_to_hoarding,12,"2,1,2,1,1,1,0",1,1,,0,bilateral_3pass,0.0
500059,cooperative_to_hoarding,13,"2,2,1,1,1,2,0",1,3,2.6268177189037214,0,subsidized_catch_up,0.9000000000000012
500059,cooperative_to_hoarding,14,"2,1,1,1,2,1,3",1,2,3.679603297756163,0,bilateral_3pass,1.6499999999999986
500059,cooperative_to_hoarding,15,"3,2,1,1,2,1,0",1,3,1.0208253372847969,0,clearinghouse,1.8000000000000007
500059,cooperative_to_hoarding,16,"3,1,1,1,2,0,1",1,1,,0,bilateral_3pass,1.3500000000000014
500059,cooperative_to_hoarding,17,"3,1,2,1,2,0,0",1,1,,0,bilateral_3pass,0.4499999999999993
500059,cooperative_to_hoarding,18,"3,2,1,1,2,1,0",1,3,1.0208253372847969,0,clearinghouse,0.4499999999999993
500059,cooperative_to_hoarding,19,"3,1,2,1,2,1,1",1,2,2.6531799068834845,0,bilateral_3pass,1.3500000000000014
500060,need_based,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,need_based,1,"0,2,1,2,0,0,6",1,7,3.5870443471553113,0,clearinghouse,0.15000000000000002
500060,need_based,2,"0,2,1,1,0,0,1",1,3,2.7711642407665504,0,bilateral_3pass,0.15000000000000002
500060,need_based,3,"0,2,0,2,0,0,0",1,6,3.5411763814151946,0,subsidized_catch_up,0.1499999999999999
500060,need_based,4,"0,2,1,1,0,1,3",1,3,3.703567037383624,0,bilateral_3pass,0.7500000000000002
500060,need_based,5,"1,2,2,2,0,1,0",1,6,2.4752077477030463,0,bilateral_3pass,0.2999999999999998
500060,need_based,6,"1,2,1,2,0,2,0",1,6,3.082111475812395,0,bilateral_3pass,1.5999999999999996
500060,need_based,7,"1,3,2,2,1,0,0",1,7,2.4974879690851575,0,subsidized_catch_up,1.4000000000000004
500060,need_based,8,"1,2,2,1,0,0,3",1,6,3.234961429151111,0,bilateral_3pass,0.0
500060,need_based,9,"1,2,2,2,0,0,0",1,6,2.9899386659554237,0,clearinghouse,0.9000000000000004
500060,need_based,10,"2,2,2,1,0,0,1",1,3,1.8772173718780192,0,clearinghouse,0.15000000000000036
500060,need_based,11,"2,1,2,2,0,0,1",1,2,4.082918341781688,0,bilateral_3pass,1.1499999999999986
500060,need_based,12,"2,2,1,3,1,1,0",1,3,2.7993464924259364,0,bilateral_3pass,1.3500000000000014
500060,need_based,13,"2,2,1,3,1,1,0",1,6,2.7993464924259364,0,bilateral_3pass,1.6999999999999993
500060,need_based,14,"2,2,1,3,1,2,0",1,6,3.133084014916591,0,bilateral_3pass,0.6000000000000014
500060,need_based,15,"3,3,0,3,2,2,0",1,7,3.1485703683439885,0,central_cap2,1.8499999999999979
500060,need_based,16,"3,2,2,1,2,1,4",1,4,2.7988090164221044,0,subsidized_catch_up,1.1500000000000021
500060,need_based,17,"3,1,0,3,2,1,3",1,2,3.6515628019125725,0,bilateral_3pass,1.6499999999999986
500060,need_based,18,"3,2,1,3,2,1,0",1,3,0.5601886461449448,0,bilateral_3pass,2.1000000000000014
500060,need_based,19,"3,2,1,1,2,0,0",1,6,1.0618592923500216,0,bilateral_3pass,1.9499999999999957
500060,cooperative,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,cooperative,1,"0,2,1,2,0,0,6",1,6,3.5870443471553113,0,clearinghouse,0.30000000000000004
500060,cooperative,2,"0,1,1,3,0,0,1",1,2,3.209936103624285,0,bilateral_3pass,0.30000000000000004
500060,cooperative,3,"0,2,0,3,0,0,0",1,3,3.262006419879588,0,bilateral_3pass,0.1499999999999999
500060,cooperative,4,"0,2,2,3,0,1,0",1,6,4.02038905934765,0,subsidized_catch_up,0.0
500060,cooperative,5,"1,2,1,3,0,1,3",1,3,4.264868180793469,0,bilateral_3pass,1.0499999999999998
500060,cooperative,6,"1,2,1,3,0,1,0",1,6,2.306365597452933,0,bilateral_3pass,1.0
500060,cooperative,7,"1,2,2,2,0,1,0",1,6,2.4752077477030463,0,bilateral_3pass,0.15000000000000036
500060,cooperative,8,"1,3,2,3,0,2,0",1,7,4.222679865713456,0,clearinghouse,0.2999999999999998
500060,cooperative,9,"1,2,2,3,0,2,1",1,6,4.774841876200149,0,subsidized_catch_up,1.6500000000000004
500060,cooperative,10,"2,1,1,3,0,2,3",1,2,4.8248070206938,0,bilateral_3pass,0.1999999999999993
500060,cooperative,11,"2,2,2,2,0,2,0",1,3,3.36411907471477,0,bilateral_3pass,-0.34999999999999964
500060,cooperative,12,"2,2,2,3,1,2,0",1,6,2.7309999729231365,0,bilateral_3pass,0.4499999999999993
500060,cooperative,13,"2,2,1,2,1,2,0",1,6,3.179123074533151,0,bilateral_3pass,0.9000000000000004
500060,cooperative,14,"2,3,1,3,2,2,0",1,7,4.0494234946780505,0,bilateral_3pass,2.0999999999999996
500060,cooperative,15,"3,3,2,1,1,2,0",1,7,2.4183434333154894,0,public_pool,0.0
500060,cooperative,16,"3,2,2,1,1,2,2",1,6,2.569620842253864,0,bilateral_3pass,0.4499999999999993
500060,cooperative,17,"3,2,2,3,1,2,0",1,6,3.174670033543559,0,bilateral_3pass,0.8500000000000014
500060,cooperative,18,"3,3,2,1,1,2,0",1,7,2.4183434333154894,0,public_pool,1.1499999999999986
500060,cooperative,19,"3,2,1,3,1,2,2",1,4,3.8847696610254623,0,clearinghouse,0.9000000000000021
500060,hoarding,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,hoarding,1,"0,2,1,1,0,0,6",1,7,1.3351019481469555,0,equity_cap2,0.15000000000000002
500060,hoarding,2,"0,1,2,1,0,0,5",1,1,,0,bilateral_3pass,0.0
500060,hoarding,3,"0,2,0,3,0,0,0",1,3,3.262006419879588,0,bilateral_3pass,0.45000000000000007
500060,hoarding,4,"0,2,1,1,0,1,0",1,6,2.8668076742461865,0,bilateral_3pass,0.1499999999999999
500060,hoarding,5,"1,2,2,1,0,1,0",1,6,2.9194010748510166,0,bilateral_3pass,0.0
500060,hoarding,6,"1,3,1,2,0,1,0",1,7,4.670787551542899,0,clearinghouse,0.0
500060,hoarding,7,"1,2,1,1,0,1,1",1,6,4.24424504227407,0,subsidized_catch_up,1.75
500060,hoarding,8,"1,1,2,2,0,1,3",1,2,3.340304882034803,0,bilateral_3pass,1.75
500060,hoarding,9,"1,2,1,1,1,0,0",1,3,2.6189268007185236,0,subsidized_catch_up,1.4000000000000004
500060,hoarding,10,"2,1,2,1,0,0,3",1,2,3.6382111637976666,0,bilateral_3pass,0.5999999999999996
500060,hoarding,11,"2,2,2,1,1,0,0",1,3,3.1491482493655445,0,subsidized_catch_up,0.0
500060,hoarding,12,"2,1,2,1,1,0,3",1,2,3.5975065282024614,0,bilateral_3pass,1.0
500060,hoarding,13,"2,2,1,1,1,1,0",1,3,2.9303246970219483,0,subsidized_catch_up,0.4499999999999993
500060,hoarding,14,"2,1,1,1,1,1,3",1,2,2.2627068980705607,0,bilateral_3pass,2.25
500060,hoarding,15,"3,2,2,1,2,1,0",1,3,1.2217371272480584,0,bilateral_3pass,2.25
500060,hoarding,16,"3,2,2,3,2,0,0",1,6,3.2120509058215023,0,subsidized_catch_up,1.9499999999999993
500060,hoarding,17,"3,1,1,3,2,1,3",1,2,3.0255866909490043,0,bilateral_3pass,0.45000000000000284
500060,hoarding,18,"3,2,1,3,2,1,0",1,3,0.5601886461449448,0,bilateral_3pass,1.9499999999999957
500060,hoarding,19,"3,2,1,1,2,1,0",1,6,1.0208253372847969,0,clearinghouse,1.75
500060,mixed,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,mixed,1,"0,2,1,1,0,0,6",1,6,1.3351019481469555,0,equity_cap2,0.30000000000000004
500060,mixed,2,"0,1,2,2,0,0,5",1,1,,0,bilateral_3pass,0.1499999999999999
500060,mixed,3,"0,1,0,3,0,0,0",1,1,,0,bilateral_3pass,0.15000000000000013
500060,mixed,4,"0,2,1,3,0,1,0",1,3,2.5765007101099284,0,bilateral_3pass,1.1999999999999997
500060,mixed,5,"1,2,2,1,0,1,0",1,6,2.9194010748510166,0,bilateral_3pass,0.0
500060,mixed,6,"1,2,1,2,0,1,0",1,6,2.313498482737784,0,subsidized_catch_up,1.5499999999999998
500060,mixed,7,"1,2,2,1,0,0,3",1,3,3.234961429151111,0,bilateral_3pass,1.0
500060,mixed,8,"1,2,2,1,0,0,0",1,6,3.112827860649973,0,bilateral_3pass,0.0
500060,mixed,9,"1,2,2,3,0,0,0",1,6,3.0946885178001313,0,bilateral_3pass,0.9500000000000011
500060,mixed,10,"2,3,2,3,0,0,0",1,7,2.2092918253113805,0,central_full,0.0
500060,mixed,11,"2,1,2,3,0,1,6",1,1,,0,bilateral_3pass,1.5
500060,mixed,12,"2,2,2,3,0,1,0",1,3,4.616528184210695,0,bilateral_3pass,0.0
500060,mixed,13,"2,2,0,1,0,1,0",1,6,3.7934884747322686,0,clearinghouse,2.8000000000000007
500060,mixed,14,"2,2,2,1,1,0,1",1,3,4.408776682072072,0,subsidized_catch_up,0.4499999999999993
500060,mixed,15,"3,1,2,3,1,1,3",1,2,5.896099806373622,0,bilateral_3pass,0.4499999999999993
500060,mixed,16,"3,2,2,1,1,1,0",1,3,2.4518984589457826,0,bilateral_3pass,0.14999999999999858
500060,mixed,17,"3,2,1,1,2,1,0",1,6,1.0208253372847969,0,clearinghouse,1.2000000000000028
500060,mixed,18,"3,1,1,1,2,1,1",1,2,2.4683356085710106,0,bilateral_3pass,1.9499999999999975
500060,mixed,19,"3,2,0,3,2,2,0",1,3,1.6729015494768404,0,bilateral_3pass,3.3000000000000025
500060,need_based_to_competitive,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,need_based_to_competitive,1,"0,2,1,2,0,0,6",1,7,3.5870443471553113,0,clearinghouse,0.15000000000000002
500060,need_based_to_competitive,2,"0,2,1,1,0,0,1",1,3,2.7711642407665504,0,bilateral_3pass,0.15000000000000002
500060,need_based_to_competitive,3,"0,2,0,2,0,0,0",1,6,3.5411763814151946,0,subsidized_catch_up,0.1499999999999999
500060,need_based_to_competitive,4,"0,2,1,1,0,1,3",1,3,3.703567037383624,0,bilateral_3pass,0.7500000000000002
500060,need_based_to_competitive,5,"1,2,2,2,0,1,0",1,6,2.4752077477030463,0,bilateral_3pass,0.2999999999999998
500060,need_based_to_competitive,6,"1,2,1,2,0,2,0",1,6,3.082111475812395,0,bilateral_3pass,1.5999999999999996
500060,need_based_to_competitive,7,"1,3,2,2,1,0,0",1,7,2.4974879690851575,0,subsidized_catch_up,1.4000000000000004
500060,need_based_to_competitive,8,"1,2,2,1,0,0,3",1,6,3.234961429151111,0,bilateral_3pass,0.0
500060,need_based_to_competitive,9,"1,2,2,2,0,0,0",1,6,2.9899386659554237,0,clearinghouse,0.9000000000000004
500060,need_based_to_competitive,10,"2,2,2,1,0,0,1",1,3,1.8772173718780192,0,clearinghouse,0.15000000000000036
500060,need_based_to_competitive,11,"2,2,2,1,0,0,1",1,3,1.8772173718780192,0,clearinghouse,0.3999999999999986
500060,need_based_to_competitive,12,"2,2,0,2,0,1,1",1,3,3.3661383021332507,0,bilateral_3pass,2.1999999999999993
500060,need_based_to_competitive,13,"2,2,1,3,1,0,0",1,6,2.847104656649317,0,bilateral_3pass,2.400000000000002
500060,need_based_to_competitive,14,"2,2,1,1,1,1,0",1,6,2.9303246970219483,0,subsidized_catch_up,1.0500000000000007
500060,need_based_to_competitive,15,"3,2,1,1,1,1,3",1,3,4.455586982601608,0,subsidized_catch_up,0.75
500060,need_based_to_competitive,16,"3,1,0,3,1,1,3",1,2,5.39299053466082,0,bilateral_3pass,4.100000000000001
500060,need_based_to_competitive,17,"3,2,2,2,1,1,0",1,3,3.126806226913431,0,subsidized_catch_up,0.14999999999999858
500060,need_based_to_competitive,18,"3,1,2,2,1,2,3",1,2,2.93596343136327,0,bilateral_3pass,0.75
500060,need_based_to_competitive,19,"3,2,0,3,1,2,0",1,3,3.4628304002417503,0,bilateral_3pass,4.049999999999997
500060,cooperative_to_hoarding,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500060,cooperative_to_hoarding,1,"0,2,1,2,0,0,6",1,6,3.5870443471553113,0,clearinghouse,0.30000000000000004
500060,cooperative_to_hoarding,2,"0,1,1,3,0,0,1",1,2,3.209936103624285,0,bilateral_3pass,0.30000000000000004
500060,cooperative_to_hoarding,3,"0,2,0,3,0,0,0",1,3,3.262006419879588,0,bilateral_3pass,0.1499999999999999
500060,cooperative_to_hoarding,4,"0,2,2,3,0,1,0",1,6,4.02038905934765,0,subsidized_catch_up,0.0
500060,cooperative_to_hoarding,5,"1,2,1,3,0,1,3",1,3,4.264868180793469,0,bilateral_3pass,1.0499999999999998
500060,cooperative_to_hoarding,6,"1,2,1,3,0,1,0",1,6,2.306365597452933,0,bilateral_3pass,1.0
500060,cooperative_to_hoarding,7,"1,2,2,2,0,1,0",1,6,2.4752077477030463,0,bilateral_3pass,0.15000000000000036
500060,cooperative_to_hoarding,8,"1,3,2,3,0,2,0",1,7,4.222679865713456,0,clearinghouse,0.2999999999999998
500060,cooperative_to_hoarding,9,"1,2,2,3,0,2,1",1,6,4.774841876200149,0,subsidized_catch_up,1.6500000000000004
500060,cooperative_to_hoarding,10,"2,1,1,1,0,2,3",1,2,3.423788122580091,0,bilateral_3pass,0.4499999999999993
500060,cooperative_to_hoarding,11,"2,2,2,1,0,2,0",1,3,2.8896334813085494,0,subsidized_catch_up,0.45000000000000107
500060,cooperative_to_hoarding,12,"2,1,2,1,0,2,3",1,1,,0,bilateral_3pass,0.14999999999999858
500060,cooperative_to_hoarding,13,"2,1,1,1,0,2,0",1,1,,0,bilateral_3pass,1.6500000000000012
500060,cooperative_to_hoarding,14,"2,2,1,1,1,2,0",1,3,2.6268177189037214,0,subsidized_catch_up,1.0999999999999988
500060,cooperative_to_hoarding,15,"3,1,1,1,1,2,3",1,2,1.907359243200827,0,bilateral_3pass,1.0
500060,cooperative_to_hoarding,16,"3,2,1,3,1,2,0",1,3,2.1155944323683578,0,bilateral_3pass,2.1000000000000014
500060,cooperative_to_hoarding,17,"3,2,1,2,1,1,0",1,6,3.1207735477801144,0,bilateral_3pass,2.849999999999998
500060,cooperative_to_hoarding,18,"3,2,1,1,1,1,0",1,6,2.2390788777703587,0,subsidized_catch_up,1.2000000000000028
500060,cooperative_to_hoarding,19,"3,2,1,1,0,1,3",1,6,4.105036733811281,0,clearinghouse,0.8999999999999986
500061,need_based,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500061,need_based,1,"0,2,2,2,0,0,6",1,7,2.2333197888964866,0,bilateral_3pass,0.30000000000000004
500061,need_based,2,"0,3,0,1,0,0,0",1,7,2.659294252594692,0,public_pool,0.44999999999999996
500061,need_based,3,"0,2,1,1,0,0,2",1,4,3.3271009545151227,0,subsidized_catch_up,0.1499999999999999
500061,need_based,4,"0,1,2,2,0,0,3",1,2,4.132266411972396,0,bilateral_3pass,0.6000000000000001
500061,need_based,5,"1,2,2,2,0,1,0",1,3,2.4752077477030463,0,bilateral_3pass,0.7000000000000002
500061,need_based,6,"1,2,0,3,0,1,0",1,6,3.7101369131964663,0,bilateral_3pass,1.0
500061,need_based,7,"1,2,2,3,0,1,0",1,6,2.514579073573837,0,bilateral_3pass,0.8500000000000005
500061,need_based,8,"1,3,2,3,0,0,0",1,7,2.6581925362440515,0,central_full,1.049999999999999
500061,need_based,9,"1,1,1,3,0,0,6",1,1,,0,bilateral_3pass,0.0
500061,need_based,10,"2,1,1,1,0,1,0",1,1,,0,bilateral_3pass,0.0
500061,need_based,11,"2,2,1,1,0,1,0",1,3,3.0723982650054777,0,bilateral_3pass,1.6500000000000004
500061,need_based,12,"2,2,2,1,1,2,0",1,6,2.9338038616554227,0,subsidized_catch_up,0.0
500061,need_based,13,"2,2,1,2,1,2,3",1,3,4.96218301676633,0,bilateral_3pass,0.8999999999999995
500061,need_based,14,"2,2,2,1,1,2,0",1,6,2.9338038616554227,0,subsidized_catch_up,0.15000000000000124
500061,need_based,15,"3,2,1,1,1,2,3",1,3,3.5335232774910694,0,bilateral_3pass,0.4499999999999993
500061,need_based,16,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,2.25
500061,need_based,17,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,3.1499999999999986
500061,need_based,18,"3,3,0,2,2,2,0",1,7,3.1706795624973054,0,public_pool,2.1000000000000014
500061,need_based,19,"3,2,1,2,2,2,2",1,4,2.4928920950098163,0,bilateral_3pass,3.200000000000003
500061,cooperative,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500061,cooperative,1,"0,2,2,3,0,0,6",1,7,1.2713031221723816,0,public_pool,0.30000000000000004
500061,cooperative,2,"0,1,1,3,0,0,2",1,1,,0,bilateral_3pass,0.44999999999999996
500061,cooperative,3,"0,2,1,1,0,0,0",1,3,2.8357528369324294,0,subsidized_catch_up,0.1499999999999999
500061,cooperative,4,"0,1,1,1,0,0,3",1,2,3.1385159414588117,0,bilateral_3pass,0.7500000000000002
500061,cooperative,5,"1,2,1,2,0,1,0",1,3,2.313498482737784,0,subsidized_catch_up,0.6999999999999995
