seed,scenario,scenario_label,agent_id,policy_class_name,score,infrastructure,production_sites,advanced_sites,innovation
500023,cooperative,Cooperative,3,CooperativeTradePolicy,14,5,1,1,6
500023,cooperative,Cooperative,4,CooperativeTradePolicy,19,4,0,2,3
500023,hoarding,Hoarding,0,HoardingTradePolicy,44,13,2,4,4
500023,hoarding,Hoarding,1,HoardingTradePolicy,25,10,2,2,8
500023,hoarding,Hoarding,2,HoardingTradePolicy,6,5,1,0,4
500023,hoarding,Hoarding,3,HoardingTradePolicy,22,6,0,2,9
500023,hoarding,Hoarding,4,HoardingTradePolicy,9,5,0,1,1
500023,mixed,Mixed,0,HoardingTradePolicy,17,11,1,1,4
500023,mixed,Mixed,1,CompetitiveTradePolicy,30,10,1,3,5
500023,mixed,Mixed,2,SelfishTradePolicy,22,6,1,2,4
500023,mixed,Mixed,3,CooperativeTradePolicy,14,4,0,1,7
500023,mixed,Mixed,4,FairnessSensitiveTradePolicy,11,5,0,1,4
500023,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,30,9,1,3,5
500023,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,49,14,1,5,6
500023,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,9,2,1,3
500023,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,4,1,1,9
500023,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,21,6,1,2,2
500023,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,52,15,2,5,4
500023,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,26,8,0,3,2
500023,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,22,6,1,2,4
500023,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,8,0,3,7
500023,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,6,0,1,4
500024,need_based,Need-based,0,NeedBasedTradePolicy,17,7,2,1,5
500024,need_based,Need-based,1,NeedBasedTradePolicy,44,12,2,4,3
500024,need_based,Need-based,2,NeedBasedTradePolicy,27,7,0,3,5
500024,need_based,Need-based,3,NeedBasedTradePolicy,35,9,0,4,5
500024,need_based,Need-based,4,NeedBasedTradePolicy,22,6,0,2,7
500024,cooperative,Cooperative,0,CooperativeTradePolicy,38,15,3,3,2
500024,cooperative,Cooperative,1,CooperativeTradePolicy,30,13,1,3,4
500024,cooperative,Cooperative,2,CooperativeTradePolicy,22,8,1,2,3
500024,cooperative,Cooperative,3,CooperativeTradePolicy,25,8,1,2,6
500024,cooperative,Cooperative,4,CooperativeTradePolicy,30,9,1,3,3
500024,hoarding,Hoarding,0,HoardingTradePolicy,25,9,2,2,6
500024,hoarding,Hoarding,1,HoardingTradePolicy,16,10,1,1,2
500024,hoarding,Hoarding,2,HoardingTradePolicy,9,2,1,0,11
500024,hoarding,Hoarding,3,HoardingTradePolicy,19,6,0,2,9
500024,hoarding,Hoarding,4,HoardingTradePolicy,13,9,1,1,2
500024,mixed,Mixed,0,FairnessSensitiveTradePolicy,44,13,2,4,3
500024,mixed,Mixed,1,SelfishTradePolicy,11,10,0,1,4
500024,mixed,Mixed,2,CompetitiveTradePolicy,17,6,1,1,4
500024,mixed,Mixed,3,CooperativeTradePolicy,38,10,1,4,3
500024,mixed,Mixed,4,HoardingTradePolicy,27,9,0,3,4
500024,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,17,9,2,1,3
500024,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,41,12,1,4,4
500024,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,27,7,0,3,4
500024,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,5,1,1,11
500024,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,17,7,2,1,7
500024,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,38,15,3,3,2
500024,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,30,9,1,3,4
500024,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,5,1,0,7
500024,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,27,8,0,3,7
500024,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,16,12,2,1,2
500025,need_based,Need-based,0,NeedBasedTradePolicy,39,12,3,3,5
500025,need_based,Need-based,1,NeedBasedTradePolicy,33,12,2,3,4
500025,need_based,Need-based,2,NeedBasedTradePolicy,19,6,0,2,4
500025,need_based,Need-based,3,NeedBasedTradePolicy,17,7,2,1,6
500025,need_based,Need-based,4,NeedBasedTradePolicy,33,11,1,3,7
500025,cooperative,Cooperative,0,CooperativeTradePolicy,27,7,0,3,3
500025,cooperative,Cooperative,1,CooperativeTradePolicy,13,7,1,1,2
500025,cooperative,Cooperative,2,CooperativeTradePolicy,3,4,0,0,5
500025,cooperative,Cooperative,3,CooperativeTradePolicy,36,10,1,3,8
500025,cooperative,Cooperative,4,CooperativeTradePolicy,11,4,0,1,7
500025,hoarding,Hoarding,0,HoardingTradePolicy,6,9,1,0,3
500025,hoarding,Hoarding,1,HoardingTradePolicy,23,14,3,1,3
500025,hoarding,Hoarding,2,HoardingTradePolicy,6,4,1,0,4
500025,hoarding,Hoarding,3,HoardingTradePolicy,14,4,0,1,10
500025,hoarding,Hoarding,4,HoardingTradePolicy,14,6,1,1,4
500025,mixed,Mixed,0,HoardingTradePolicy,25,16,4,1,2
500025,mixed,Mixed,1,CompetitiveTradePolicy,25,10,2,2,4
500025,mixed,Mixed,2,CooperativeTradePolicy,17,7,2,1,3
500025,mixed,Mixed,3,FairnessSensitiveTradePolicy,12,5,2,0,8
500025,mixed,Mixed,4,SelfishTradePolicy,19,6,0,2,8
500025,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,31,13,4,2,6
500025,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,29,14,5,1,4
500025,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,6,4,1,0,7
500025,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,20,6,2,1,7
500025,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,30,12,1,3,6
500025,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,14,5,1,1,6
500025,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,4,11,0,0,1
500025,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,4,1,0,5
500025,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,31,11,3,2,10
500025,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,5,0,1,4
500026,need_based,Need-based,0,NeedBasedTradePolicy,14,8,1,1,5
500026,need_based,Need-based,1,NeedBasedTradePolicy,27,16,2,2,2
500026,need_based,Need-based,2,NeedBasedTradePolicy,12,9,3,0,4
500026,need_based,Need-based,3,NeedBasedTradePolicy,28,11,2,2,8
500026,need_based,Need-based,4,NeedBasedTradePolicy,30,11,1,3,3
500026,cooperative,Cooperative,0,CooperativeTradePolicy,14,6,1,1,3
500026,cooperative,Cooperative,1,CooperativeTradePolicy,41,14,2,4,0
500026,cooperative,Cooperative,2,CooperativeTradePolicy,14,5,1,1,5
500026,cooperative,Cooperative,3,CooperativeTradePolicy,30,8,0,3,6
500026,cooperative,Cooperative,4,CooperativeTradePolicy,22,12,1,2,3
500026,hoarding,Hoarding,0,HoardingTradePolicy,13,7,1,1,2
500026,hoarding,Hoarding,1,HoardingTradePolicy,33,10,1,3,6
500026,hoarding,Hoarding,2,HoardingTradePolicy,9,2,1,0,9
500026,hoarding,Hoarding,3,HoardingTradePolicy,22,7,1,2,6
500026,hoarding,Hoarding,4,HoardingTradePolicy,17,8,2,1,3
500026,mixed,Mixed,0,CooperativeTradePolicy,22,8,1,2,4
500026,mixed,Mixed,1,FairnessSensitiveTradePolicy,25,21,2,2,0
500026,mixed,Mixed,2,HoardingTradePolicy,17,8,2,1,5
500026,mixed,Mixed,3,CompetitiveTradePolicy,25,6,1,2,11
500026,mixed,Mixed,4,SelfishTradePolicy,14,8,1,1,5
500026,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,12,7,3,0,7
500026,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,29,20,3,2,1
500026,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,7,1,1,8
500026,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,38,12,1,4,7
500026,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,30,9,1,3,4
500026,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,12,6,1,1,1
500026,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,26,16,2,2,1
500026,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,6,2,0,6
500026,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,5,1,1,12
500026,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,8,1,1,7
500027,need_based,Need-based,0,NeedBasedTradePolicy,30,8,1,3,4
500027,need_based,Need-based,1,NeedBasedTradePolicy,46,17,3,4,2
500027,need_based,Need-based,2,NeedBasedTradePolicy,33,8,1,3,4
500027,need_based,Need-based,3,NeedBasedTradePolicy,34,8,0,4,2
500027,need_based,Need-based,4,NeedBasedTradePolicy,38,13,1,4,3
500027,cooperative,Cooperative,0,CooperativeTradePolicy,52,15,2,5,3
500027,cooperative,Cooperative,1,CooperativeTradePolicy,19,7,0,2,5
500027,cooperative,Cooperative,2,CooperativeTradePolicy,14,6,0,1,5
500027,cooperative,Cooperative,3,CooperativeTradePolicy,27,7,0,3,3
500027,cooperative,Cooperative,4,CooperativeTradePolicy,21,8,1,2,2
500027,hoarding,Hoarding,0,HoardingTradePolicy,31,16,3,2,3
500027,hoarding,Hoarding,1,HoardingTradePolicy,11,5,0,1,8
500027,hoarding,Hoarding,2,HoardingTradePolicy,14,4,0,1,9
500027,hoarding,Hoarding,3,HoardingTradePolicy,27,8,0,3,4
500027,hoarding,Hoarding,4,HoardingTradePolicy,17,10,2,1,3
500027,mixed,Mixed,0,CooperativeTradePolicy,22,8,1,2,4
500027,mixed,Mixed,1,SelfishTradePolicy,22,6,0,2,6
500027,mixed,Mixed,2,FairnessSensitiveTradePolicy,36,13,2,3,3
500027,mixed,Mixed,3,HoardingTradePolicy,25,12,2,2,6
500027,mixed,Mixed,4,CompetitiveTradePolicy,33,11,2,3,4
500027,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,17,6,1,1,7
500027,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,50,17,4,4,4
500027,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,6,2,1,6
500027,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,6,2,1,6
500027,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,35,10,0,4,6
500027,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,38,10,0,4,7
500027,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,20,9,3,1,5
500027,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,11,4,0,1,7
500027,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,8,1,3,6
500027,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,13,12,0,1,2
500028,need_based,Need-based,0,NeedBasedTradePolicy,14,5,1,1,4
500028,need_based,Need-based,1,NeedBasedTradePolicy,42,14,3,3,8
500028,need_based,Need-based,2,NeedBasedTradePolicy,6,3,1,0,8
500028,need_based,Need-based,3,NeedBasedTradePolicy,27,8,0,3,4
500028,need_based,Need-based,4,NeedBasedTradePolicy,22,7,1,2,4
500028,cooperative,Cooperative,0,CooperativeTradePolicy,9,5,2,0,4
500028,cooperative,Cooperative,1,CooperativeTradePolicy,20,6,2,1,11
500028,cooperative,Cooperative,2,CooperativeTradePolicy,6,6,0,0,3
500028,cooperative,Cooperative,3,CooperativeTradePolicy,9,4,2,0,8
500028,cooperative,Cooperative,4,CooperativeTradePolicy,14,6,1,1,9
500028,hoarding,Hoarding,0,HoardingTradePolicy,6,5,1,0,6
500028,hoarding,Hoarding,1,HoardingTradePolicy,31,12,3,2,6
500028,hoarding,Hoarding,2,HoardingTradePolicy,14,4,1,1,5
500028,hoarding,Hoarding,3,HoardingTradePolicy,28,10,2,2,9
500028,hoarding,Hoarding,4,HoardingTradePolicy,19,6,0,2,6
500028,mixed,Mixed,0,HoardingTradePolicy,9,5,2,0,4
500028,mixed,Mixed,1,FairnessSensitiveTradePolicy,39,13,3,3,6
500028,mixed,Mixed,2,CooperativeTradePolicy,6,3,1,0,5
500028,mixed,Mixed,3,CompetitiveTradePolicy,19,6,0,2,5
500028,mixed,Mixed,4,SelfishTradePolicy,22,6,0,2,8
500028,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,9,4,2,0,5
500028,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,44,14,2,4,7
500028,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,4,1,1,4
500028,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,25,8,1,2,8
500028,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,14,7,1,1,6
500028,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,6,6,1,0,6
500028,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,29,11,4,1,9
500028,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,2,1,0,5
500028,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,12,6,3,0,6
500028,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,3,0,1,8
500029,need_based,Need-based,0,NeedBasedTradePolicy,17,6,2,1,4
500029,need_based,Need-based,1,NeedBasedTradePolicy,25,14,1,2,3
500029,need_based,Need-based,2,NeedBasedTradePolicy,25,10,2,2,3
500029,need_based,Need-based,3,NeedBasedTradePolicy,38,10,1,4,3
500029,need_based,Need-based,4,NeedBasedTradePolicy,41,11,1,4,5
500029,cooperative,Cooperative,0,CooperativeTradePolicy,24,10,2,2,2
500029,cooperative,Cooperative,1,CooperativeTradePolicy,35,14,2,3,2
500029,cooperative,Cooperative,2,CooperativeTradePolicy,28,11,3,2,5
500029,cooperative,Cooperative,3,CooperativeTradePolicy,22,6,1,2,5
500029,cooperative,Cooperative,4,CooperativeTradePolicy,17,4,1,1,6
500029,hoarding,Hoarding,0,HoardingTradePolicy,16,6,2,1,2
500029,hoarding,Hoarding,1,HoardingTradePolicy,35,15,2,3,2
500029,hoarding,Hoarding,2,HoardingTradePolicy,9,2,1,0,6
500029,hoarding,Hoarding,3,HoardingTradePolicy,19,4,0,2,5
500029,hoarding,Hoarding,4,HoardingTradePolicy,14,11,1,1,3
500029,mixed,Mixed,0,CompetitiveTradePolicy,12,10,3,0,3
500029,mixed,Mixed,1,HoardingTradePolicy,33,12,1,3,3
500029,mixed,Mixed,2,FairnessSensitiveTradePolicy,20,6,2,1,9
500029,mixed,Mixed,3,CooperativeTradePolicy,14,4,1,1,4
500029,mixed,Mixed,4,SelfishTradePolicy,6,4,1,0,7
500029,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,14,9,1,1,4
500029,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,33,12,2,3,3
500029,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,22,7,1,2,4
500029,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,33,9,1,3,6
500029,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,28,14,2,2,5
500029,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,11,9,3,0,2
500029,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,40,14,4,3,1
500029,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,5,1,1,7
500029,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,6,1,1,11
500029,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,6,6,1,0,5
500030,need_based,Need-based,0,NeedBasedTradePolicy,39,12,2,3,8
500030,need_based,Need-based,1,NeedBasedTradePolicy,30,9,1,3,3
500030,need_based,Need-based,2,NeedBasedTradePolicy,27,6,0,3,6
500030,need_based,Need-based,3,NeedBasedTradePolicy,30,9,1,3,6
500030,need_based,Need-based,4,NeedBasedTradePolicy,12,7,1,1,1
500030,cooperative,Cooperative,0,CooperativeTradePolicy,52,16,0,6,1
500030,cooperative,Cooperative,1,CooperativeTradePolicy,29,10,1,3,2
500030,cooperative,Cooperative,2,CooperativeTradePolicy,17,6,1,1,6
500030,cooperative,Cooperative,3,CooperativeTradePolicy,30,10,1,3,4
500030,cooperative,Cooperative,4,CooperativeTradePolicy,19,7,0,2,5
500030,hoarding,Hoarding,0,HoardingTradePolicy,29,16,5,1,4
500030,hoarding,Hoarding,1,HoardingTradePolicy,9,4,2,0,7
500030,hoarding,Hoarding,2,HoardingTradePolicy,9,3,1,0,9
500030,hoarding,Hoarding,3,HoardingTradePolicy,25,8,2,2,8
500030,hoarding,Hoarding,4,HoardingTradePolicy,14,5,1,1,5
500030,mixed,Mixed,0,HoardingTradePolicy,41,13,2,4,3
500030,mixed,Mixed,1,SelfishTradePolicy,47,17,2,4,6
500030,mixed,Mixed,2,CompetitiveTradePolicy,11,4,0,1,4
500030,mixed,Mixed,3,FairnessSensitiveTradePolicy,27,7,0,3,4
500030,mixed,Mixed,4,CooperativeTradePolicy,6,2,1,0,6
500030,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,28,10,2,2,5
500030,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,30,9,1,3,6
500030,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,5,1,1,5
500030,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,33,10,1,3,7
500030,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,21,7,1,2,2
500030,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,49,16,4,4,2
500030,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,25,8,2,2,4
500030,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,5,1,0,6
500030,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,27,7,0,3,3
500030,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,12,8,2,0,9
500031,need_based,Need-based,0,NeedBasedTradePolicy,15,8,3,0,8
500031,need_based,Need-based,1,NeedBasedTradePolicy,18,10,4,0,5
500031,need_based,Need-based,2,NeedBasedTradePolicy,13,6,1,1,2
500031,need_based,Need-based,3,NeedBasedTradePolicy,30,9,1,3,7
500031,need_based,Need-based,4,NeedBasedTradePolicy,9,6,2,0,7
500031,cooperative,Cooperative,0,CooperativeTradePolicy,26,10,4,1,5
500031,cooperative,Cooperative,1,CooperativeTradePolicy,17,10,2,1,5
500031,cooperative,Cooperative,2,CooperativeTradePolicy,20,8,2,1,8
500031,cooperative,Cooperative,3,CooperativeTradePolicy,9,8,2,0,5
500031,cooperative,Cooperative,4,CooperativeTradePolicy,17,6,2,1,4
500031,hoarding,Hoarding,0,HoardingTradePolicy,11,6,3,0,2
500031,hoarding,Hoarding,1,HoardingTradePolicy,25,10,2,2,3
500031,hoarding,Hoarding,2,HoardingTradePolicy,6,4,1,0,6
500031,hoarding,Hoarding,3,HoardingTradePolicy,39,12,2,3,10
500031,hoarding,Hoarding,4,HoardingTradePolicy,12,10,3,0,7
500031,mixed,Mixed,0,CompetitiveTradePolicy,6,12,1,0,4
500031,mixed,Mixed,1,FairnessSensitiveTradePolicy,27,14,6,0,8
500031,mixed,Mixed,2,HoardingTradePolicy,17,7,2,1,3
500031,mixed,Mixed,3,CooperativeTradePolicy,20,10,3,1,5
500031,mixed,Mixed,4,SelfishTradePolicy,14,6,1,1,5
500031,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,12,8,2,0,8
500031,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,17,9,2,1,4
500031,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,12,4,1,1,1
500031,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,36,12,2,3,8
500031,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,23,11,4,1,5
500031,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,23,12,4,1,5
500031,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,29,13,5,1,4
500031,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,4,0,1,7
500031,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,8,2,1,5
500031,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,4,1,1,5
500032,need_based,Need-based,0,NeedBasedTradePolicy,28,9,2,2,7
500032,need_based,Need-based,1,NeedBasedTradePolicy,38,10,1,4,0
500032,need_based,Need-based,2,NeedBasedTradePolicy,11,6,0,1,5
500032,need_based,Need-based,3,NeedBasedTradePolicy,30,10,1,3,4
500032,need_based,Need-based,4,NeedBasedTradePolicy,18,5,0,2,2
500032,cooperative,Cooperative,0,CooperativeTradePolicy,42,14,2,4,1
500032,cooperative,Cooperative,1,CooperativeTradePolicy,11,6,0,1,3
500032,cooperative,Cooperative,2,CooperativeTradePolicy,14,4,0,1,7
500032,cooperative,Cooperative,3,CooperativeTradePolicy,33,11,2,3,6
500032,cooperative,Cooperative,4,CooperativeTradePolicy,38,12,1,4,6
500032,hoarding,Hoarding,0,HoardingTradePolicy,26,12,4,1,7
500032,hoarding,Hoarding,1,HoardingTradePolicy,13,9,1,1,2
500032,hoarding,Hoarding,2,HoardingTradePolicy,6,3,1,0,4
500032,hoarding,Hoarding,3,HoardingTradePolicy,20,7,2,1,8
500032,hoarding,Hoarding,4,HoardingTradePolicy,9,9,2,0,3
500032,mixed,Mixed,0,CompetitiveTradePolicy,20,8,2,1,9
500032,mixed,Mixed,1,HoardingTradePolicy,26,10,0,3,2
500032,mixed,Mixed,2,CooperativeTradePolicy,6,7,1,0,5
500032,mixed,Mixed,3,SelfishTradePolicy,41,10,1,4,4
500032,mixed,Mixed,4,FairnessSensitiveTradePolicy,14,9,1,1,6
500032,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,25,7,1,2,10
500032,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,33,12,1,3,3
500032,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,3,7,0,0,5
500032,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,30,10,1,3,6
500032,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,9,11,0,1,1
500032,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,45,16,5,3,3
500032,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,9,6,2,0,5
500032,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,17,4,1,1,6
500032,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,38,10,1,4,4
500032,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,6,1,1,6
500033,need_based,Need-based,0,NeedBasedTradePolicy,36,12,2,3,3
500033,need_based,Need-based,1,NeedBasedTradePolicy,19,8,3,1,2
500033,need_based,Need-based,2,NeedBasedTradePolicy,25,6,1,2,7
500033,need_based,Need-based,3,NeedBasedTradePolicy,35,8,0,4,5
500033,need_based,Need-based,4,NeedBasedTradePolicy,35,12,0,4,7
500033,cooperative,Cooperative,0,CooperativeTradePolicy,22,12,4,1,2
500033,cooperative,Cooperative,1,CooperativeTradePolicy,38,13,3,3,2
500033,cooperative,Cooperative,2,CooperativeTradePolicy,17,4,1,1,6
500033,cooperative,Cooperative,3,CooperativeTradePolicy,19,5,0,2,5
500033,cooperative,Cooperative,4,CooperativeTradePolicy,25,11,2,2,5
500033,hoarding,Hoarding,0,HoardingTradePolicy,28,9,2,2,8
500033,hoarding,Hoarding,1,HoardingTradePolicy,17,6,2,1,4
500033,hoarding,Hoarding,2,HoardingTradePolicy,9,4,2,0,4
500033,hoarding,Hoarding,3,HoardingTradePolicy,17,6,2,1,7
500033,hoarding,Hoarding,4,HoardingTradePolicy,36,12,2,3,4
500033,mixed,Mixed,0,CooperativeTradePolicy,36,11,2,3,3
500033,mixed,Mixed,1,SelfishTradePolicy,30,9,1,3,3
500033,mixed,Mixed,2,HoardingTradePolicy,17,6,2,1,5
500033,mixed,Mixed,3,CompetitiveTradePolicy,30,8,1,3,4
500033,mixed,Mixed,4,FairnessSensitiveTradePolicy,30,8,0,3,6
500033,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,43,14,2,4,2
500033,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,18,6,0,2,2
500033,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,11,6,0,1,5
500033,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,33,8,1,3,8
500033,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,30,14,1,3,5
500033,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,34,17,4,2,3
500033,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,30,9,1,3,3
500033,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,6,1,1,4
500033,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,14,2,0,1,6
500033,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,35,10,0,4,5
500034,need_based,Need-based,0,NeedBasedTradePolicy,25,11,2,2,4
500034,need_based,Need-based,1,NeedBasedTradePolicy,47,14,3,4,4
500034,need_based,Need-based,2,NeedBasedTradePolicy,27,7,0,3,4
500034,need_based,Need-based,3,NeedBasedTradePolicy,30,8,0,3,8
500034,need_based,Need-based,4,NeedBasedTradePolicy,21,7,1,2,2
500034,cooperative,Cooperative,0,CooperativeTradePolicy,30,7,0,3,6
500034,cooperative,Cooperative,1,CooperativeTradePolicy,49,14,1,5,3
500034,cooperative,Cooperative,2,CooperativeTradePolicy,10,5,0,1,2
500034,cooperative,Cooperative,3,CooperativeTradePolicy,19,6,0,2,4
500034,cooperative,Cooperative,4,CooperativeTradePolicy,38,12,1,4,5
500034,hoarding,Hoarding,0,HoardingTradePolicy,20,8,2,1,11
500034,hoarding,Hoarding,1,HoardingTradePolicy,31,11,3,2,5
500034,hoarding,Hoarding,2,HoardingTradePolicy,17,7,2,1,3
500034,hoarding,Hoarding,3,HoardingTradePolicy,27,7,0,3,6
500034,hoarding,Hoarding,4,HoardingTradePolicy,18,7,0,2,2
500034,mixed,Mixed,0,FairnessSensitiveTradePolicy,33,11,2,3,3
500034,mixed,Mixed,1,CooperativeTradePolicy,36,12,1,3,5
500034,mixed,Mixed,2,SelfishTradePolicy,28,8,1,3,1
500034,mixed,Mixed,3,CompetitiveTradePolicy,14,7,1,1,5
500034,mixed,Mixed,4,HoardingTradePolicy,33,12,2,3,4
500034,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,29,8,1,3,2
